id_movie,title,year,action,adventure,animation,children's,comedy,crime,documentary,drama,fantasy,film-noir,horror,musical,mystery,romance,sci-fi,thriller,war,western,average_rating,rater_count
892,Twelfth Night,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3.86184,152
893,Mother Night,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.69565,69
894,Liebelei,1933,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
895,Venice/Venice,1992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
896,Wild Reeds,1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.43137,51
897,For Whom the Bell Tolls,1943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.7551,98
898,Philadelphia Story The,1940,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.30069,582
899,Singin' in the Rain,1952,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.28362,751
900,American in Paris An,1951,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.85131,343
901,Funny Face,1957,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.64368,174
902,Breakfast at Tiffany's,1961,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.90828,676
903,Vertigo,1958,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.27293,905
904,Rear Window,1954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.47619,1050
905,It Happened One Night,1934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28075,374
906,Gaslight,1944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.09626,187
907,Gay Divorcee The,1934,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3.92381,105
908,North by Northwest,1959,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.38403,1315
909,Apartment The,1960,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.1271,417
910,Some Like It Hot,1959,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.30048,832
911,Charade,1963,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,4.18301,306
912,Casablanca,1942,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,4.41282,1669
913,Maltese Falcon The,1941,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4.39597,1043
914,My Fair Lady,1964,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.15409,636
915,Sabrina,1954,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.96438,365
916,Roman Holiday,1953,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.21647,425
917,Little Princess The,1939,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.67532,77
918,Meet Me in St. Louis,1944,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.79365,189
919,Wizard of Oz The,1939,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.24796,1718
920,Gone with the Wind,1939,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3.9974,1156
921,My Favorite Year,1982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89404,302
922,Sunset Blvd. (a.k.a. Sunset Boulevard),1950,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.49149,470
923,Citizen Kane,1941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.38889,1116
924,2001: A Space Odyssey,1968,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,4.06876,1716
925,Golden Earrings,1947,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.25,12
926,All About Eve,1950,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.25558,403
927,Women The,1939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97619,84
928,Rebecca,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.20466,386
929,Foreign Correspondent,1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.78495,93
930,Notorious,1946,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4.29438,445
931,Spellbound,1945,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3.91262,206
932,Affair to Remember An,1957,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.95238,189
933,To Catch a Thief,1955,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,4.10158,443
934,Father of the Bride,1950,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65789,304
935,Band Wagon The,1953,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.6338,71
936,Ninotchka,1939,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.07576,132
937,Love in the Afternoon,1957,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.75,44
938,Gigi,1958,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.62032,187
939,Reluctant Debutante The,1958,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.18182,11
940,Adventures of Robin Hood The,1938,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97354,378
941,Mark of Zorro The,1940,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70476,105
942,Laura,1944,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4.20205,292
943,Ghost and Mrs. Muir The,1947,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.98246,171
944,Lost Horizon,1937,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.79381,97
945,Top Hat,1935,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4.14741,251
946,To Be or Not to Be,1942,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3.85093,161
947,My Man Godfrey,1936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10638,188
948,Giant,1956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.75385,130
949,East of Eden,1955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.97674,215
950,Thin Man The,1934,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.23973,292
951,His Girl Friday,1940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24937,397
952,Around the World in 80 Days,1956,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60223,269
953,It's a Wonderful Life,1946,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.29904,729
954,Mr. Smith Goes to Washington,1939,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.24021,383
955,Bringing Up Baby,1938,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16949,413
956,Penny Serenade,1941,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.55,40
957,Scarlet Letter The,1926,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.24324,37
958,Lady of Burlesque,1943,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.38462,13
959,Of Human Bondage,1934,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.74138,58
960,Angel on My Shoulder,1946,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.45,20
961,Little Lord Fauntleroy,1936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.47826,23
962,They Made Me a Criminal,1939,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.54545,11
963,Inspector General The,1949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.57407,54
964,Angel and the Badman,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.39216,51
965,39 Steps The,1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0751,253
966,Walk in the Sun A,1945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,6
967,Outlaw The,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.26087,23
968,Night of the Living Dead,1968,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.67133,715
969,African Queen The,1951,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.25166,1057
970,Beat the Devil,1954,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.40541,37
971,Cat on a Hot Tin Roof,1958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.04797,271
972,Last Time I Saw Paris The,1954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.16667,6
973,Meet John Doe,1941,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.91463,82
974,Algiers,1938,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.75,16
975,Something to Sing About,1937,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.5,2
976,Farewell to Arms A,1932,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.57143,56
977,Moonlight Murder,1936,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
978,Blue Angel The (Blaue Engel Der),1930,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.94,100
979,Nothing Personal,1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
980,In the Line of Duty 2,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,5
981,Dangerous Ground,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.75,4
982,Picnic,1955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.67901,81
983,Madagascar Skin,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
984,Pompatus of Love The,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2.66667,33
985,Small Wonders,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.75,4
986,Fly Away Home,1996,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60345,232
987,Bliss,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.9,40
988,Grace of My Heart,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.37681,69
989,Schlafes Bruder (Brother of Sleep),1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1
990,Maximum Risk,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.57407,54
991,Michael Collins,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.52353,170
992,Rich Man's Wife The,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6,20
993,Infinity,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.11111,9
994,Big Night,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.09556,450
996,Last Man Standing,1996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2.90625,256
997,Caught,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3.35714,28
998,Set It Off,1996,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.01075,93
999,2 Days in the Valley,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.28322,286
1000,Curdled,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.05,20
1001,Associate The (L'Associe),1982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,Ed's Next Move,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,8
1003,Extreme Measures,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.94215,121
1004,Glimmer Man The,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.66337,101
1005,D3: The Mighty Ducks,1996,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37324,142
1006,Chamber The,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.08974,78
1007,Apple Dumpling Gang The,1975,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.97845,232
1008,Davy Crockett King of the Wild Frontier,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.3299,97
1009,Escape to Witch Mountain,1975,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.18557,291
1010,Love Bug The,1969,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2686,242
1011,Herbie Rides Again,1974,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72593,135
1012,Old Yeller,1957,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.70432,301
1013,Parent Trap The,1961,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.56589,258
1014,Pollyanna,1960,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.40441,136
1015,Homeward Bound: The Incredible Journey,1993,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34615,234
1016,Shaggy Dog The,1959,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21795,156
1017,Swiss Family Robinson,1960,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.58696,276
1018,That Darn Cat!,1965,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3.25203,123
1019,20000 Leagues Under the Sea,1954,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3.70261,575
1020,Cool Runnings,1993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2398,392
1021,Angels in the Outfield,1994,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76923,247
1022,Cinderella,1950,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.75563,577
1023,Winnie the Pooh and the Blustery Day,1968,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98643,221
1024,Three Caballeros The,1945,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.24603,126
1025,Sword in the Stone The,1963,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61092,293
1026,So Dear to My Heart,1949,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.625,8
1027,Robin Hood: Prince of Thieves,1991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.16279,344
1028,Mary Poppins,1964,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.89416,1011
1029,Dumbo,1941,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.68838,568
1030,Pete's Dragon,1977,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0774,323
1031,Bedknobs and Broomsticks,1971,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.47962,319
1032,Alice in Wonderland,1951,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.69714,525
1033,Fox and the Hound The,1981,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44948,287
1034,Freeway,1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.64497,169
1035,Sound of Music The,1965,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.93197,882
1036,Die Hard,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.12185,1666
1037,Lawnmower Man The,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.66016,615
1038,Unhook the Stars,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.27273,11
1039,Synthetic Pleasures,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.66667,3
1040,Secret Agent The,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5
1041,Secrets & Lies,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.03797,474
1042,That Thing You Do!,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48106,528
1043,To Gillian on Her 37th Birthday,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.84259,108
1044,Surviving Picasso,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.28571,35
1045,Love Is All There Is,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1046,Beautiful Thing,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4.06667,90
1047,Long Kiss Goodnight The,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.48387,434
1049,Ghost and the Darkness The,1996,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32816,451
1050,Looking for Richard,1996,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.82192,146
1051,Trees Lounge,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.41837,98
1052,Proprietor The,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1053,Normal Life,1996,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.91429,35
1054,Get on the Bus,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.30864,81
1055,Shadow Conspiracy,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.73684,19
1056,Jude,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.54,50
1057,Everyone Says I Love You,1996,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3.55839,274
1058,Bitter Sugar (Azucar Amargo),1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.27273,11
1059,William Shakespeare's Romeo and Juliet,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.40084,479
1060,Swingers,1996,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3.94148,786
1061,Sleepers,1996,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.5508,374
1062,Sunchaser The,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.5,2
1063,Johns,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.15385,26
1064,Aladdin and the King of Thieves,1996,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89474,209
1065,Woman in Question The,1950,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1066,Shall We Dance?,1937,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4.16571,175
1067,Damsel in Distress A,1937,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3.78261,23
1068,Crossfire,1947,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.68571,35
1069,Murder My Sweet,1944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.92727,110
1070,Macao,1952,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
1071,For the Moment,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.4,5
1073,Willy Wonka and the Chocolate Factory,1971,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.86139,1313
1075,Sexual Life of the Belgians The,1994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,Innocents The,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,23
1077,Sleeper,1973,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.97984,744
1078,Bananas,1971,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.83602,372
1079,Fish Called Wanda A,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97134,1326
1080,Monty Python's Life of Brian,1979,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01836,926
1081,Victor/Victoria,1982,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.61751,434
1082,Candidate The,1972,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7013,154
1083,Great Race The,1965,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3.53049,164
1084,Bonnie and Clyde,1967,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.09621,686
1085,Old Man and the Sea The,1958,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.77863,131
1086,Dial M for Murder,1954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.07916,379
1087,Madame Butterfly,1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.44444,18
1088,Dirty Dancing,1987,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.3115,687
1089,Reservoir Dogs,1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.13582,1259
1090,Platoon,1986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.09011,1143
1091,Weekend at Bernie's,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79357,373
1092,Basic Instinct,1992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.54194,751
1093,Doors The,1991,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.40735,680
1094,Crying Game The,1992,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3.73149,1229
1095,Glengarry Glen Ross,1992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.88441,571
1096,Sophie's Choice,1982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.97674,344
1097,E.T. the Extra-Terrestrial,1982,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3.96518,2269
1098,Search for One-eye Jimmy The,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,5
1099,Christmas Carol A,1938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.98969,194
1100,Days of Thunder,1990,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.80714,420
1101,Top Gun,1986,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.68614,1010
1102,American Strays,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
1103,Rebel Without a Cause,1955,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.92289,402
1104,Streetcar Named Desire A,1951,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.22567,483
1105,Children of the Corn IV: The Gathering,1996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.78571,42
1106,Leopard Son The,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,Loser,1991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
1108,Prerokbe Ognja,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,Charm's Incidents,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1110,Bird of Prey,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.09574,94
1112,Palookaville,1996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.42857,35
1113,Associate The,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50
1114,Funeral The,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.87097,31
1115,Sleepover,1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1116,Single Girl A (La Fille Seule),1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.41176,17
1117,Eighth Day The (Le Huitième jour ),1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.25,12
1118,Tashunga,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
1119,Drunks,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.20588,34
1120,People vs. Larry Flynt The,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.58333,456
1121,Glory Daze,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.07692,13
1122,Plutonium Circus,1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,Perfect Candidate A,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.72727,33
1124,On Golden Pond,1981,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.74074,405
1125,Return of the Pink Panther The,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77922,385
1126,Drop Dead Fred,1991,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.37224,317
1127,Abyss The,1989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.68397,1715
1128,Fog The,1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.92353,170
1129,Escape from New York,1981,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.46493,884
1130,Howling The,1980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.25974,231
1131,Jean de Florette,1986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.32407,216
1132,Manon of the Spring (Manon des sources),1986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.25909,220
1133,Talking About Sex,1994,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2
1134,Johnny 100 Pesos,1993,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2
1135,Private Benjamin,1980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18919,407
1136,Monty Python and the Holy Grail,1974,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33521,1599
1137,Hustler White,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
